-1.3425   2.918   3.66016   3.72862   3.73806   5.82055   4.36295   4.7015   3.76829   3.94422   10.1077   10.1077
-1.29616   2.67198   3.30961   3.48261   3.58852   5.49101   4.24079   4.59982   3.73588   3.92398   9.99576   9.99576
-1.24998   2.36446   2.96028   3.23744   3.4395   5.16261   4.11905   4.49849   3.70358   3.9038   9.88424   9.88424
-1.20391   2.01595   2.61176   2.99285   3.29083   4.83497   3.9976   4.39739   3.67135   3.88368   9.77297   9.77297
-1.2014   2.00484   2.59274   2.9795   3.28271   4.81709   3.99097   4.39187   3.66959   3.88258   9.76689   9.76689
-1.17935   1.90753   2.42597   2.86246   3.21157   4.66031   3.93285   4.34349   3.65417   3.87295   9.71365   9.71365
-1.15506   1.80031   2.2422   2.73349   3.13318   4.48755   3.86881   4.29019   3.63718   3.86233   9.65498   9.65498
-1.13328   1.70418   2.07745   2.63736   3.0629   4.33267   3.81139   4.2424   3.62195   3.85282   9.60238   9.60238
-1.11102   1.60592   1.99903   2.5391   2.99107   4.17437   3.75271   4.19355   3.60638   3.84309   9.54862   9.54862
-1.10744   1.58796   1.9864   2.52328   2.9795   4.14887   3.74326   4.18568   3.60387   3.84153   9.53996   9.53996
-1.08539   1.47751   1.90873   2.42597   2.90836   3.99209   3.68514   4.13731   3.58845   3.8319   9.48671   9.48671
-1.04146   1.2574   1.75395   2.21242   2.76659   3.67968   3.56933   4.04091   3.55772   3.81271   9.38061   9.38061
-1.039   1.24946   1.74528   2.20046   2.75865   3.66217   3.56284   4.03551   3.556   3.81163   9.37467   9.37467
-1.03755   1.2448   1.74019   2.19622   2.75399   3.6519   3.55903   4.03234   3.55499   3.811   9.37118   9.37118
-1.0169   1.17815   1.66743   2.13567   2.66282   3.50501   3.50458   3.98701   3.54054   3.80198   9.32129   9.32129
-0.969065   1.02377   1.48471   1.99544   2.45167   3.16482   3.37847   3.88204   3.50708   3.78108   9.20576   9.20576
-0.967888   1.01998   1.48021   1.99182   2.44647   3.15645   3.37537   3.87946   3.50626   3.78056   9.20292   9.20292
-0.947127   0.952979   1.40091   1.92789   2.38714   3.0088   3.32064   3.8339   3.49174   3.77149   9.15277   9.15277
-0.943007   0.939683   1.38914   1.9152   2.37537   2.9795   3.30977   3.82486   3.48886   3.76969   9.14282   9.14282
-0.919945   0.86526   1.32324   1.84419   2.30947   2.81549   3.24898   3.77425   3.47272   3.75962   9.08712   9.08712
-0.901698   0.806378   1.27109   1.78801   2.25732   2.74309   3.20087   3.73421   3.45996   3.75165   9.04305   9.04305
-0.875854   0.732525   1.19724   1.70843   2.18347   2.64053   3.13274   3.6775   3.44188   3.74036   8.98063   8.98063
-0.874624   0.729008   1.19372   1.70491   2.17995   2.63565   3.1295   3.6748   3.44102   3.73982   8.97766   8.97766
-0.873446   0.725644   1.19036   1.70155   2.17616   2.63098   3.12639   3.67222   3.4402   3.7393   8.97482   8.97482
-0.853863   0.66968   1.1344   1.64558   2.11296   2.59664   3.07476   3.62924   3.4265   3.73075   8.92752   8.92752
-0.825503   0.58864   1.04288   1.56454   2.02144   2.54691   3   3.56701   3.40666   3.71836   8.85903   8.85903
-0.808434   0.539863   0.987796   1.51577   1.96636   2.51698   2.955   3.52955   3.39472   3.7109   8.8178   8.8178
-0.804742   0.529313   0.975881   1.50522   1.95444   2.51051   2.94527   3.52145   3.39214   3.70929   8.80888   8.80888
-0.803298   0.525184   0.971219   1.50109   1.95063   2.50797   2.94146   3.51828   3.39113   3.70866   8.80539   8.80539
-0.783981   0.469985   0.908884   1.44589   1.89971   2.44849   2.89054   3.47589   3.37762   3.70022   8.75874   8.75874
-0.78259   0.46601   0.905462   1.44191   1.89604   2.44421   2.88687   3.47284   3.37665   3.69961   8.75538   8.75538
-0.778845   0.455306   0.89625   1.43121   1.88617   2.43268   2.87699   3.46462   3.37403   3.69797   8.74633   8.74633
-0.756692   0.392003   0.841769   1.36791   1.82777   2.36446   2.81859   3.41601   3.35853   3.6883   8.69283   8.69283
-0.71517   0.273349   0.739648   1.24925   1.7183   2.255   2.70913   3.32489   3.32949   3.67016   8.59255   8.59255
-0.711425   0.264799   0.730436   1.23855   1.70843   2.24513   2.69925   3.31668   3.32687   3.66852   8.5835   8.5835
-0.710033   0.261623   0.727015   1.23457   1.70599   2.24146   2.69559   3.31362   3.32589   3.66791   8.58014   8.58014
-0.708856   0.258936   0.72412   1.23121   1.70392   2.23905   2.69248   3.31104   3.32507   3.6674   8.5773   8.5773
-0.689326   0.214354   0.676086   1.1754   1.66968   2.19906   2.66253   3.26818   3.31141   3.65886   8.53013   8.53013
-0.667281   0.164031   0.621868   1.13674   1.63102   2.15393   2.62873   3.21981   3.29599   3.64923   8.47688   8.47688
-0.639938   0.101616   0.573922   1.0888   1.58308   2.09795   2.5868   3.15981   3.27686   3.63729   8.41084   8.41084
-0.615271   0.0453086   0.530668   1.04554   1.53982   2.0547   2.54897   3.10568   3.25961   3.62651   8.35127   8.35127
-0.598416   0.00683371   0.501113   1.01599   1.51027   2.02514   2.50951   3.06869   3.24782   3.61915   8.31056   8.31056
-0.59451   0.000843958   0.494264   1.00914   1.50342   2.01829   2.50036   3.06012   3.24509   3.61744   8.30112   8.30112
-0.572411   -0.0330433   0.455513   0.970387   1.46856   1.97954   2.44861   3.01162   3.22963   3.60779   8.24775   8.24775
-0.569789   -0.0370638   0.450916   0.966449   1.46442   1.97494   2.44248   3.00587   3.2278   3.60664   8.24142   8.24142
-0.567114   -0.0411664   0.446224   0.962431   1.4602   1.97025   2.43621   3   3.22592   3.60547   8.23496   8.23496
-0.545229   -0.0747254   0.407849   0.929559   1.42568   1.93188   2.38497   2.95198   3.21062   3.59591   8.1821   8.1821
-0.526983   -0.102705   0.375854   0.902153   1.3969   1.89988   2.35297   2.91194   3.19785   3.58794   8.13803   8.13803
-0.477542   -0.17852   0.305474   0.827891   1.31891   1.81319   2.26628   2.80344   3.16327   3.56634   8.01862   8.01862
-0.476258   -0.18049   0.303646   0.825962   1.31665   1.81093   2.26402   2.80062   3.16237   3.56578   8.01552   8.01552
-0.473689   -0.184428   0.29999   0.822104   1.31215   1.80733   2.25952   2.79499   3.16058   3.56466   8.00932   8.00932
-0.451698   -0.218151   0.268685   0.789072   1.27359   1.77651   2.22096   2.7661   3.14519   3.55505   7.9562   7.9562
-0.411246   -0.280182   0.211101   0.728312   1.20266   1.71982   2.17966   2.71296   3.1169   3.53738   7.8585   7.8585
-0.408624   -0.283462   0.207369   0.724374   1.19806   1.71614   2.17698   2.70952   3.11506   3.53623   7.85217   7.85217
-0.38401   -0.31425   0.172331   0.694743   1.1549   1.68165   2.15185   2.67718   3.09785   3.52548   7.79272   7.79272
-0.359236   -0.34524   0.137065   0.66492   1.12598   1.64692   2.12656   2.64464   3.08052   3.51466   7.73288   7.73288
-0.339759   -0.369603   0.109339   0.641473   1.10325   1.62647   2.10667   2.61905   3.06689   3.50615   7.68584   7.68584
-0.333231   -0.377768   0.102811   0.633615   1.09563   1.61961   2.10001   2.61048   3.06233   3.50329   7.67008   7.67008
-0.311133   -0.405411   0.0807114   0.607012   1.06983   1.59641   2.07745   2.59357   3.04687   3.49364   7.6167   7.6167
-0.247351   -0.485194   0.0169271   0.530231   0.995385   1.52942   2.01047   2.54476   3.00226   3.46578   7.46266   7.46266
-0.243499   -0.488142   0.0130744   0.525593   0.990888   1.52538   2.00642   2.54182   2.99956   3.46409   7.45335   7.45335
-0.242108   -0.489206   0.0116831   0.523918   0.989976   1.52392   2.00496   2.54075   2.99859   3.46348   7.44999   7.44999
-0.221293   -0.505133   -0.00913243   0.498861   0.976328   1.50799   1.9831   2.52482   2.98403   3.45439   7.39972   7.39972
-0.214819   -0.510087   -0.0156072   0.494332   0.972083   1.50304   1.9763   2.51987   2.9795   3.45156   7.38408   7.38408
-0.194004   -0.526015   -0.0364227   0.479773   0.958435   1.48711   1.95444   2.50394   2.96494   3.44247   7.33381   7.33381
-0.175758   -0.539976   -0.0546697   0.46701   0.946471   1.47315   1.94487   2.48998   2.95218   3.4345   7.28974   7.28974
-0.145687   -0.562987   -0.0757042   0.445975   0.926754   1.45014   1.92911   2.46697   2.93114   3.42136   7.21711   7.21711
-0.097583   -0.599795   -0.109352   0.412328   0.895213   1.41333   1.90388   2.41434   2.89749   3.40034   7.10093   7.10093
-0.0767149   -0.615763   -0.123949   0.397731   0.881529   1.39736   1.89294   2.39151   2.88185   3.39123   7.05053   7.05053
-0.0598065   -0.628702   -0.135776   0.385904   0.870443   1.38442   1.87815   2.37301   2.86918   3.38384   7.00969   7.00969
-0.0559004   -0.630652   -0.138508   0.383171   0.867882   1.38143   1.87473   2.36874   2.86625   3.38213   7.00026   7.00026
-0.0545627   -0.63132   -0.139444   0.382236   0.867046   1.38041   1.87356   2.36727   2.86525   3.38155   6.99703   6.99703
-0.0519943   -0.632603   -0.14124   0.380439   0.865443   1.37913   1.87131   2.36446   2.86332   3.38043   6.99083   6.99083
-0.00640565   -0.655368   -0.173129   0.348551   0.836976   1.35636   1.83144   2.34455   2.82915   3.36051   6.88072   6.88072
0.0131782   -0.665148   -0.186828   0.334852   0.824748   1.34658   1.82166   2.33599   2.81447   3.35196   6.83342   6.83342
0.0587134   -0.687887   -0.218679   0.318941   0.796315   1.32384   1.79892   2.3161   2.78034   3.33206   6.72344   6.72344
0.0665255   -0.691788   -0.221781   0.316211   0.791437   1.31994   1.79502   2.31269   2.77449   3.32865   6.70457   6.70457
0.104409   -0.710706   -0.236826   0.302974   0.767781   1.30102   1.7761   2.29614   2.76208   3.3121   6.61308   6.61308
0.108262   -0.712389   -0.238355   0.301628   0.765376   1.2991   1.77417   2.29445   2.76082   3.31042   6.60377   6.60377
0.109653   -0.712997   -0.238908   0.301141   0.76489   1.29841   1.77348   2.29384   2.76036   3.30981   6.60041   6.60041
0.135711   -0.724381   -0.249256   0.292036   0.755784   1.28702   1.76047   2.28246   2.75182   3.29842   6.53747   6.53747
0.15781   -0.734036   -0.258032   0.284314   0.748063   1.27737   1.74943   2.27281   2.74459   3.28877   6.4841   6.4841
0.247864   -0.773378   -0.293794   0.252847   0.716596   1.23802   1.71571   2.23346   2.71509   3.24943   6.2666   6.2666
0.254284   -0.776184   -0.296344   0.250978   0.714352   1.23522   1.71331   2.23066   2.71298   3.24662   6.25109   6.25109
0.316835   -0.803511   -0.321185   0.232767   0.692495   1.20789   1.68989   2.20333   2.6966   3.21929   6.10002   6.10002
0.322079   -0.805802   -0.321889   0.23124   0.690663   1.2056   1.68793   2.20104   2.69522   3.217   6.08735   6.08735
0.323417   -0.806386   -0.322069   0.230851   0.690196   1.20502   1.68776   2.20046   2.69487   3.21642   6.08412   6.08412
0.339041   -0.813212   -0.324167   0.226302   0.684736   1.19819   1.68581   2.19704   2.69078   3.20959   6.04639   6.04639
0.342947   -0.813699   -0.324692   0.225165   0.683371   1.19648   1.68532   2.19619   2.68975   3.20789   6.03695   6.03695
0.344285   -0.813866   -0.324871   0.224775   0.683112   1.1959   1.68516   2.1959   2.6894   3.2073   6.03372   6.03372
0.486455   -0.831597   -0.343968   0.183383   0.655524   1.17333   1.66743   2.16486   2.65215   3.14519   5.69035   5.69035
0.489023   -0.831918   -0.344313   0.182636   0.655026   1.17292   1.66668   2.1643   2.65148   3.14407   5.68415   5.68415
0.511229   -0.834687   -0.347295   0.176171   0.650717   1.1694   1.66021   2.15945   2.6476   3.13437   5.63051   5.63051
0.529529   -0.83697   -0.349753   0.170843   0.647166   1.16649   1.65489   2.15746   2.64441   3.12637   5.58632   5.58632
0.554249   -0.840053   -0.353074   0.169301   0.642369   1.16257   1.64769   2.15476   2.64009   3.11557   5.52661   5.52661
0.602567   -0.846079   -0.359564   0.166289   0.637096   1.1549   1.63362   2.14949   2.63165   3.09446   5.40991   5.40991
0.622097   -0.848515   -0.362187   0.165071   0.634965   1.15246   1.62793   2.14735   2.62824   3.08593   5.36274   5.36274
0.627287   -0.849162   -0.362664   0.164748   0.634399   1.15181   1.62642   2.14679   2.62734   3.08366   5.35021   5.35021
0.667793   -0.854214   -0.366386   0.162222   0.629978   1.14676   1.62642   2.14237   2.62026   3.06597   5.25238   5.25238
0.699095   -0.857429   -0.369262   0.16027   0.626563   1.14286   1.62642   2.13895   2.6148   3.05229   5.17677   5.17677
0.723816   -0.859968   -0.371534   0.158729   0.623865   1.13978   1.62642   2.13895   2.61048   3.04149   5.11707   5.11707
0.742115   -0.861847   -0.373215   0.157588   0.621868   1.13749   1.62642   2.13895   2.61048   3.0335   5.07287   5.07287
0.815207   -0.869354   -0.379932   0.153031   0.615487   1.12838   1.62642   2.13895   2.61048   3.00157   4.89634   4.89634
0.840035   -0.871904   -0.382213   0.151483   0.61332   1.12528   1.62333   2.13895   2.61048   2.99072   4.83637   4.83637
0.858334   -0.873784   -0.383895   0.150342   0.611722   1.123   1.62104   2.13718   2.61048   2.98272   4.79218   4.79218
0.865718   -0.874542   -0.384574   0.149421   0.611078   1.12208   1.62012   2.13646   2.61048   2.9795   4.77434   4.77434
0.931319   -0.88128   -0.390602   0.141239   0.605351   1.1139   1.61194   2.1301   2.61048   2.95084   4.6159   4.6159
0.958715   -0.884093   -0.393119   0.137822   0.60296   1.1139   1.60853   2.12744   2.61048   2.93887   4.54973   4.54973
0.976961   -0.885967   -0.394796   0.135546   0.601367   1.1139   1.60625   2.12567   2.61048   2.9309   4.50566   4.50566
0.979583   -0.886237   -0.395037   0.135219   0.601112   1.1139   1.60592   2.12542   2.61048   2.92975   4.49933   4.49933
1.0065   -0.889001   -0.39751   0.131863   0.598502   1.1139   1.60592   2.12281   2.61048   2.918   4.43433   4.43433
1.05139   -0.893612   -0.401635   0.126264   0.594147   1.1139   1.60592   2.11845   2.61048   2.918   4.3259   4.3259
1.06701   -0.895216   -0.403071   0.124315   0.592632   1.1139   1.60592   2.1204   2.61048   2.918   4.28816   4.28816
1.0683   -0.895275   -0.403189   0.124155   0.592507   1.1139   1.60592   2.12056   2.61048   2.918   4.28506   4.28506
1.12314   -0.897795   -0.405583   0.117314   0.587187   1.1139   1.60592   2.12739   2.61048   2.918   4.1526   4.1526
1.14744   -0.898911   -0.406643   0.114285   0.584831   1.1139   1.60592   2.13042   2.62107   2.918   4.09393   4.09393
1.16622   -0.899774   -0.407463   0.111942   0.583009   1.1139   1.60592   2.13276   2.62925   2.9139   4.04857   4.04857
1.18709   -0.900733   -0.408373   0.109339   0.580985   1.11572   1.60592   2.13536   2.63835   2.90934   3.99816   3.99816
1.18832   -0.900789   -0.408427   0.109257   0.580866   1.11582   1.60592   2.13552   2.63889   2.90907   3.99519   3.99519
1.19099   -0.900912   -0.408544   0.109077   0.581125   1.11606   1.60592   2.13585   2.64005   2.90849   3.98873   3.98873
1.21587   -0.902055   -0.40963   0.107406   0.583537   1.11823   1.60902   2.13895   2.6509   2.90305   3.92864   3.92864
1.26424   -0.904277   -0.411741   0.104158   0.588227   1.12245   1.61505   2.17056   2.67198   2.89249   3.81181   3.81181
1.288   -0.905369   -0.412778   0.102563   0.59053   1.12452   1.61801   2.18608   2.77449   2.88731   3.75443   3.75443
1.30999   -0.906379   -0.413737   0.101086   0.592662   1.12644   1.62075   2.20046   2.79364   2.88251   3.70132   3.70132
1.33525   -0.907539   -0.41484   0.0993906   0.595111   1.12864   1.6239   2.27699   2.81563   2.87699   3.64032   3.64032
1.35548   -0.908468   -0.415722   0.0980325   0.597071   1.13041   1.62642   2.33829   2.83324   2.87699   3.59147   3.59147
1.35735   -0.908554   -0.415804   0.0979068   0.597253   1.13057   1.62927   2.34396   2.83487   2.87699   3.58694   3.58694
1.35863   -0.908613   -0.41586   0.0978205   0.597378   1.13068   1.63123   2.34786   2.83599   2.87699   3.58384   3.58384
1.39978   -0.910504   -0.417656   0.0950576   0.601367   1.13427   1.69382   2.47255   2.8599   2.87699   3.48446   3.48446
1.40117   -0.910568   -0.417717   0.0949642   0.601713   1.1344   1.69594   2.47677   2.8607   2.87699   3.4811   3.4811
1.4047   -0.91073   -0.417871   0.094727   0.602593   1.139   1.70131   2.48747   2.86276   2.87699   3.47257   3.47257
1.40513   -0.91075   -0.417889   0.0946983   0.6027   1.13956   1.70196   2.65148   2.863   2.87699   3.47154   3.47154
1.42889   -0.911841   -0.418926   0.0931031   0.60862   1.17056   1.7381   2.75399   2.87681   2.87699   3.41416   3.41416
1.42921   -0.911856   -0.41894   0.0930815   0.6087   1.17098   1.73859   2.87699   2.87699   2.87699   3.41338   3.41338
1.44981   -0.912802   -0.419839   0.0916982   0.613834   1.19785   1.76993   2.85897   2.87699   2.87699   3.36363   3.36363
1.45265   -0.912932   -0.419963   0.0915078   0.614541   1.20155   1.78458   2.85649   2.87699   2.87699   3.35678   3.35678
1.47362   -0.913896   -0.420879   0.0900994   0.619768   1.22892   1.89294   2.86259   2.87699   2.87699   3.30612   3.30612
1.4924   -0.914759   -0.421698   0.0888383   0.624448   1.25342   2.0532   2.86805   2.87699   2.87699   3.26076   3.26076
1.49765   -0.915   -0.421927   0.0911239   0.625755   1.26027   2.09795   2.86957   2.87699   2.87699   3.24809   3.24809
1.51327   -0.915718   -0.422609   0.0979343   0.629648   1.28065   2.21821   2.87412   2.87699   2.87699   3.21036   3.21036
1.52162   -0.916122   -0.422973   0.101573   0.631728   1.29154   2.28246   2.87654   2.87699   2.87699   3.1902   3.1902
